Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.110,muertes.112,muertes.Total 
13124,26,1,2,2,,,1,,1,,1,1,2,,1,1,,,4,3,2,2,3,1,4,3,5,5,1,2,6,1,6,3,2,4,4,8,7,2,5,4,12,4,8,8,6,8,7,5,10,8,8,7,7,6,12,10,10,16,10,19,16,18,15,12,16,12,14,17,18,19,17,13,23,24,14,16,23,15,18,16,18,13,16,21,13,13,19,9,13,8,7,2,3,4,5,3,1,,,2,1,2,,,,,,,,,816
13125,29,1,1,,,1,1,,1,1,1,1,1,1,,1,1,2,1,4,,1,1,4,,1,1,3,,3,3,4,4,4,3,3,3,2,2,2,1,1,4,4,5,3,5,4,4,6,4,4,3,4,5,4,6,4,7,6,8,7,5,9,4,7,3,5,6,5,9,6,5,10,5,8,9,7,9,9,8,3,8,12,11,6,5,5,7,2,4,4,5,2,2,3,3,,1,,2,,,,,,,,,,,,405
13126,11,,1,,,,2,,,,,1,,,2,,1,1,2,2,,,2,,1,2,2,1,1,1,2,4,,2,2,1,1,1,2,3,4,3,3,5,4,6,4,2,4,8,8,1,6,10,8,4,8,3,6,4,11,10,12,8,14,11,15,16,15,14,18,22,12,18,21,18,18,17,28,26,26,32,26,20,18,24,26,23,19,18,18,14,20,14,11,10,7,5,2,2,3,2,,,1,,,,,,,,817
13127,18,1,,1,,,1,,,,,,,1,1,,1,,3,1,1,2,2,3,3,2,7,3,1,1,1,3,1,4,2,2,3,2,4,7,5,3,5,5,7,7,1,5,7,6,5,8,8,11,10,10,14,10,14,17,14,16,15,17,13,20,19,21,22,20,13,16,16,27,32,22,25,31,27,36,38,25,32,20,22,29,21,24,25,28,21,20,15,17,14,7,10,5,3,5,2,,1,3,,,,,,,1,,1050
13128,21,3,,1,,1,1,,,,,1,1,1,1,,,,2,,2,1,2,4,,1,4,,,2,3,4,2,1,5,4,5,,5,3,5,5,6,5,8,5,6,4,8,12,4,9,5,10,5,6,11,8,14,11,10,18,11,16,19,14,11,17,13,17,12,17,15,13,16,17,10,17,23,20,10,14,18,17,11,14,11,11,9,10,5,6,6,9,4,2,4,2,,1,1,1,,,1,,,,,,,,701
13129,6,1,,,,1,,,,,,,,1,1,,1,,,,,1,2,3,1,3,2,,3,,1,3,1,,2,2,1,1,3,5,1,2,7,3,2,2,4,1,2,5,6,3,1,5,4,5,7,8,4,7,4,8,9,12,10,12,6,13,11,8,13,14,14,14,14,24,18,25,21,20,21,26,21,19,17,13,20,18,16,13,11,10,13,18,2,5,6,3,5,2,1,1,,,1,,,,,,,,656
13130,5,,,,,,,,1,,,1,,,,,,1,,5,,2,1,,2,1,,2,1,,,,,1,2,1,,1,1,2,6,3,,3,2,4,2,6,3,,6,5,5,4,2,1,7,6,9,6,10,8,13,12,9,8,10,7,12,6,11,18,12,18,21,16,17,31,23,30,29,21,28,25,22,29,23,25,20,32,22,20,17,21,10,9,7,6,3,4,3,1,1,1,,,,,,,,,781
13131,9,,,,,,1,,,,,,,,1,,1,1,,,,1,2,2,,1,,1,2,,,1,2,3,2,5,3,6,,2,3,3,3,3,2,3,3,1,4,7,4,3,7,7,2,5,4,5,7,8,2,20,12,12,10,7,15,14,10,18,13,15,14,13,10,24,14,19,18,15,12,13,15,11,12,12,11,5,12,9,9,4,7,3,3,4,,3,,,,2,,,,,,,,,,,552
13132,14,1,,,1,,,,,,,,,,,,,,,,,1,,1,1,,,,,1,1,,1,1,1,1,1,,2,,1,1,1,1,,1,,4,1,1,1,,4,3,8,2,3,2,1,2,8,4,2,7,12,2,5,4,5,11,,5,9,8,9,10,10,9,8,11,8,13,10,15,14,19,15,18,9,19,21,16,16,11,10,16,11,1,5,,2,1,1,2,1,,,,,,,,458
13201,62,4,1,2,2,2,,,,,1,2,,1,2,3,6,1,3,4,6,7,4,6,6,4,9,6,5,11,4,6,4,8,7,10,8,12,9,7,9,6,17,11,14,14,10,15,16,22,17,14,15,15,23,26,18,24,15,29,29,26,32,21,33,34,30,38,25,39,33,32,37,48,39,51,29,48,42,35,33,48,33,39,35,32,29,26,33,31,24,26,14,10,10,9,10,5,2,2,1,1,,,,1,,,,,,,1720
13202,4,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,2,,,,,,,2,,,3,,2,1,1,1,2,,,,,1,1,1,1,,1,3,2,,,3,,1,1,5,,2,,,2,3,3,2,,,3,4,4,3,1,3,3,3,2,1,1,3,,,1,3,,,1,,,,,,,,,,,,,89
13203,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,1,,1,,1,2,,1,1,1,1,1,1,,,1,2,3,1,,3,1,2,,1,1,2,2,2,5,,1,2,4,2,4,5,1,1,2,,1,1,2,2,,2,2,1,1,1,,1,,,,,,,,,,,,,,80
13301,12,1,1,,,,,1,,,,1,,,,1,1,1,1,1,2,2,,1,2,3,3,2,,1,,,,1,3,3,2,3,1,2,1,1,1,5,3,3,3,4,1,5,4,1,6,5,4,4,10,7,2,4,3,4,5,5,3,3,10,4,10,8,5,9,3,5,8,10,5,7,6,9,8,3,9,3,6,10,4,3,3,1,4,2,1,7,1,1,,,,1,1,,,,,,,,,,,,316
13302,4,,,,,,,,,,,,,,,1,,,1,1,1,1,2,,,,2,,1,2,3,1,,,1,4,1,,,2,1,,,3,1,2,1,2,4,1,,4,4,3,2,,,2,3,3,4,2,,2,5,1,5,2,,1,9,5,5,7,3,5,8,5,3,4,4,4,5,,5,4,2,3,3,3,2,4,3,2,1,1,,,,1,,,,,,,,,,,,,187
13303,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,2,2,,,1,,,1,1,,2,1,1,1,1,4,1,,,,3,1,1,4,2,1,2,4,2,6,2,2,1,3,,1,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,65
13401,46,2,1,2,2,,,,,3,,1,1,2,2,3,1,3,2,2,2,7,4,1,8,6,5,3,,4,3,4,2,6,6,4,4,9,8,5,4,13,11,10,13,10,6,12,5,20,10,6,15,15,13,11,13,17,15,18,28,18,22,19,17,17,25,31,24,27,19,22,23,30,33,25,31,41,29,26,38,45,32,32,36,36,28,20,26,28,22,22,19,13,11,7,6,6,1,3,4,2,,,1,,,,,,,,1346
13402,8,1,2,,,,,1,,,1,1,,,,,,,,1,,1,,,1,,1,2,1,,,,,,2,,1,1,,,2,,3,1,1,2,2,1,2,,3,,4,5,4,1,,1,5,3,3,7,2,3,8,3,3,4,5,6,4,6,6,3,10,11,6,8,8,7,5,9,16,9,12,8,16,8,4,8,5,4,2,11,7,3,,,2,1,1,1,2,,,,,,,,,,312
13403,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,1,1,1,,,,,1,,1,,1,2,4,1,1,,1,1,1,2,2,3,2,2,1,2,3,3,1,2,1,1,2,2,1,1,2,1,2,1,3,2,1,2,,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,74
13404,11,,,,,,,1,,,1,,,1,1,,,1,1,,1,,,,,,2,1,1,1,,1,1,,,,,1,1,,,1,,1,1,1,2,,2,1,3,1,3,3,1,2,,2,1,1,3,1,1,4,5,7,3,4,2,4,7,2,3,4,3,4,4,3,5,6,4,11,3,2,4,3,4,3,4,4,4,2,4,3,1,2,1,,1,,4,,,1,,,1,,,,,,194
13501,9,2,,,1,1,,1,1,,,,1,,,,,,,,2,2,,1,1,1,,,,2,1,1,1,4,1,,2,3,3,4,4,3,3,1,3,11,7,7,4,2,7,1,2,6,6,9,5,5,2,7,8,9,4,6,9,5,10,11,12,19,12,16,10,14,14,15,15,17,16,13,13,18,13,16,11,13,18,9,8,9,5,8,8,5,6,6,4,2,2,,1,2,2,,,,,,,,,,554
13502,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,2,,,,1,1,,1,,,,1,1,,,2,1,2,,,1,2,1,1,2,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,28
13503,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,2,1,,1,,,,,1,,2,2,,1,,1,1,,,2,2,,,,3,1,3,1,3,5,4,1,4,1,3,,,3,1,1,4,4,7,5,3,7,3,5,6,4,4,3,1,3,2,1,2,1,1,,,1,,,,,,,,,,,,,,123
13504,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,1,1,1,,,1,1,2,,1,2,3,2,,2,3,,,,,1,1,5,1,2,3,,,3,3,3,,,1,1,,3,2,2,4,,2,,1,,1,,,,,,,,,,,,,,,,,,,64
13505,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,2,,1,1,,,2,,1,,1,,,,,1,2,1,1,2,,1,2,,2,1,3,,2,2,1,3,1,,,,,3,1,,1,,1,2,1,1,,1,1,,,,,,,,,1,,,,,,,50
13601,3,,1,1,,,,,,,,1,,,1,,,,,,1,1,2,1,,,1,2,1,,,,1,1,1,,3,3,,1,1,,,1,2,3,4,1,2,3,4,4,2,2,3,2,3,6,4,2,4,4,5,4,6,9,6,4,8,2,6,4,6,6,4,15,6,6,7,3,6,7,5,6,6,6,6,9,4,2,6,2,5,3,,1,2,,1,,1,1,1,,,,,,,,,,270
13602,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,2,1,,1,3,1,1,1,,1,,,4,,1,2,1,,2,3,1,2,2,2,1,2,4,2,,5,4,2,4,5,2,5,1,3,5,4,5,5,2,6,6,2,2,2,3,3,7,2,1,2,2,,4,,3,,,,2,,,,,,,,,,,,,149
13603,4,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,3,1,,1,,,1,,,3,2,2,,,,1,3,,1,,1,1,,,,2,1,1,4,2,2,3,3,1,2,1,3,1,2,3,5,6,2,5,3,6,5,8,5,1,5,7,5,2,3,7,4,3,2,,4,1,,2,,2,,2,1,,,,,,,,,,,,,154
13604,2,,,,1,,,,1,,,1,,,,1,,,,1,,1,,,,,,,1,,,,,2,,,1,,1,1,,,1,3,,3,1,,2,4,3,1,2,4,4,2,1,2,2,2,1,1,3,2,6,5,3,3,5,1,6,3,3,2,6,3,4,4,4,3,4,5,3,3,5,6,6,2,1,,,2,5,,2,1,,,,,,,,,,,,,,,,,164
13605,7,1,,1,,1,,,,1,,,,1,1,,,1,1,,,1,3,,2,2,2,2,1,2,2,,5,1,,1,,2,1,1,1,2,,,2,4,1,1,2,4,1,3,3,3,7,2,6,4,3,4,3,5,4,7,5,7,10,2,4,5,5,11,7,9,7,14,8,10,9,10,4,11,7,10,8,15,13,5,5,6,8,5,5,6,6,5,7,2,1,1,1,1,,,,1,,,,,,,371
