Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.111,muertes.Total 
10108,,,1,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,1,1,,1,,1,1,1,,,2,,2,1,2,1,2,2,,1,,,3,2,1,1,1,1,1,1,1,1,,3,1,1,2,2,6,3,6,2,2,3,3,3,5,1,2,1,4,1,3,4,2,2,4,2,,,3,,1,3,,,,,1,,,,,,,,,,,112
10109,8,1,1,,,,,,,,1,,,,,1,,,1,,2,1,,,,,1,1,,,,1,2,2,1,3,,,,1,,1,,2,1,3,,3,2,1,2,2,1,1,2,2,2,1,6,3,,3,4,3,5,6,1,6,5,3,,1,7,9,5,8,6,8,2,8,2,3,6,3,9,2,6,7,4,3,1,4,1,1,4,1,2,1,1,2,1,,,,,,,,,,,217
10201,7,,,,,1,,,,,,,,1,,1,,2,,1,,1,2,,1,,,3,,1,2,1,1,3,2,,1,2,2,,1,2,2,3,2,2,2,4,3,2,3,1,1,2,,,6,3,5,4,9,3,1,3,2,5,5,5,,6,4,6,3,5,4,7,8,8,7,5,9,4,5,7,7,10,6,8,5,6,4,7,4,6,,1,1,2,,,1,1,,,,,,,,,,273
10202,2,,1,,,,1,,,,1,,,,,1,,1,,,1,3,,,1,1,,,1,,1,,,2,1,,1,2,2,2,1,2,1,3,1,1,1,1,1,1,1,4,2,5,1,1,,1,4,3,6,6,2,4,5,5,4,4,5,7,6,10,7,4,4,8,7,8,6,14,6,12,5,6,14,3,8,9,9,4,3,2,3,3,3,3,2,2,4,,,1,,,,,,,,,,284
10203,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,1,,1,,,,1,1,,1,,,,1,,,,1,,,,,,1,1,1,1,,,1,2,,,2,1,5,3,2,1,2,2,1,5,5,2,4,2,4,,1,2,2,,,4,1,1,1,2,1,1,1,,,,,,,,,,,,,,76
10204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,3,,,,,1,1,,1,,,1,1,1,,,3,2,1,1,1,,,,,,2,,1,,,1,,,1,,,1,,,,,,,,,26
10205,1,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,3,1,,,1,2,1,,,,1,,,,,,,1,,,1,,,1,,,2,3,2,,,,2,2,,,,2,2,,1,1,,1,,2,1,2,1,1,4,,1,2,2,,2,1,1,,,,,,,,,,,,,,55
10206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,2,,1,1,,,1,,1,,,1,,1,1,1,4,1,,1,2,1,1,2,2,4,,4,1,1,,1,,1,1,,,,2,,,,,,,,,,,,,,,42
10207,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,1,,,2,1,,,,,,1,,,1,1,,3,1,1,,1,,,,,,,1,2,1,,1,1,1,,,,,,,,,1,,,,,,,,,27
10208,4,,,,,,,,,,,,,,1,,,1,,1,1,,1,1,1,,,,1,3,1,1,2,,,2,1,,1,,,1,2,,1,,,1,3,,2,,1,1,,1,1,1,1,,2,2,2,1,2,1,2,3,2,1,3,3,,2,4,3,2,2,2,2,2,4,3,2,2,,1,3,1,2,,1,1,2,1,2,3,1,1,,,,,,,,,,,,,112
10209,2,,,,,,,,,,,,,1,,,,,,,,,2,,,,,1,1,,1,,,,,,,,,,2,1,,1,1,,,,,,,,,,,1,,,1,,,,,,1,1,2,1,,1,2,1,1,1,2,2,3,2,2,2,1,,2,,1,3,1,1,2,3,2,,2,,,1,,,,1,,,,,,,,,,,,59
10210,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,1,1,,,,,1,,,2,,,,,1,2,,,,2,,1,,,,1,1,1,,,2,,,,,,2,,1,2,,2,,3,1,,4,3,1,3,1,,1,1,4,4,2,2,,2,1,,,,1,,,,,,,,,,,,,,61
10301,21,2,,,,,,,1,,1,1,1,1,2,1,2,,,,,1,2,3,2,2,1,1,2,6,3,1,4,5,3,7,6,,3,4,6,1,7,8,6,8,9,8,8,14,6,14,7,12,3,8,14,18,12,14,22,16,17,14,15,11,26,11,18,23,17,21,19,19,21,27,38,31,27,26,32,26,32,22,26,21,28,22,18,28,20,19,12,15,11,10,4,5,5,1,3,,,,,,,,,,,1051
10302,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,1,,1,1,,2,,2,1,,,,1,1,1,1,,,,1,,,1,1,1,2,,1,,2,1,1,1,1,1,2,1,,1,2,2,,1,1,,1,1,1,,1,1,2,,1,,,,,,,,,,,,,,,,,50
10303,4,1,,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,1,,,,1,,2,,,,,1,1,1,,1,2,3,,,1,4,2,,3,,1,1,,2,3,3,6,4,1,2,2,4,4,5,7,2,3,7,,1,3,3,6,5,4,3,4,4,5,2,7,5,9,3,2,2,2,5,1,,3,2,,2,,1,,,,,,1,,,,,,174
10304,3,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,1,,,1,2,,,,,,,,1,,,2,,,,,,,2,2,2,2,,,2,1,2,1,4,,2,6,3,2,2,1,2,,4,2,3,1,2,2,3,3,4,2,,1,1,,1,1,1,1,2,,,,,,,,,,,,,,,,83
10305,3,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,2,,,,,,,1,,1,1,2,2,1,,,,,1,,1,1,,1,3,,1,1,4,1,2,3,2,3,,2,3,,4,4,8,6,3,2,5,2,1,2,3,2,1,3,,1,1,3,3,1,3,3,1,1,,,1,,,,,,,,,,,,,,108
10306,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,1,,,,,2,,,,,,3,,1,,1,1,,,1,,1,,2,,,4,,1,,1,1,2,,3,1,2,,2,,,2,1,2,4,1,1,,1,3,2,1,,3,4,,,,1,,,,,,1,,,,,,,,,,,61
10307,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,2,,,,,2,1,1,,,2,1,,,,2,1,,1,1,,,1,,,1,2,,,2,,1,1,1,2,4,1,1,2,3,2,3,2,2,,1,3,6,1,2,2,,2,3,1,2,1,,3,,1,1,,,,3,,,,1,,,,,,,,,82
10401,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,1,,1,,2,1,1,,,,,1,2,,1,,,1,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,21
10402,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,2,,,1,1,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,11
10403,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,2,,1,,,1,1,1,,,,,,,,1,,2,,,,,,,,,,1,,1,2,1,,,1,1,,,,1,1,,1,4,,,,1,1,,2,,1,,1,1,,,,,,,,,,,,,,,,,35
10404,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,1,1,1,,,,,,,,1,,,,4,,,,,,,,,,1,,,,,,,,,,15
11101,7,1,1,,1,,,,,,,,1,,,1,,1,,,2,,1,1,,1,,1,,,,,,,,2,2,,,2,1,3,1,1,1,2,1,4,2,1,3,2,3,2,1,1,3,1,2,4,2,1,5,7,6,9,3,5,9,2,2,3,3,5,2,10,4,8,5,4,4,8,3,1,3,3,5,6,5,5,2,6,6,4,2,1,1,,,,2,,,,,,,,,,,226
11102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,7
11201,2,,1,,,,,,,,1,,,,,,,1,,,,1,3,1,1,2,,,1,2,3,1,,2,,,,,,,2,1,2,,1,1,1,3,2,1,,1,1,1,,1,,2,1,,2,1,,1,2,1,7,1,8,3,1,2,2,1,3,1,3,1,4,1,1,1,3,1,2,,,3,,1,2,2,1,,2,,,,,,1,,1,,,,,,,,,109
11202,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,1,,1,1,,,,,1,,,,,1,,1,,,,,,,,,,,,1,1,,1,,,,,,,1,,1,,,,,,,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,20
11203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,7
11301,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,1,,2,1,1,1,,,,,,,1,,,2,,,1,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,21
11401,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,,1,2,,,1,,,,,1,,1,,,,1,,2,1,1,1,1,,,,,1,1,,,,,1,2,1,2,1,2,,1,,,,,,,,,,,,,,,,33
11402,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,1,,1,,,1,,1,,,,1,1,1,1,,1,,,1,1,1,,,1,,,,,,1,,1,1,,,1,,,,,,,,,,,22
12101,17,,,1,1,,1,,1,1,1,,,,,3,3,1,2,2,2,2,1,3,3,4,4,4,2,1,2,,1,2,,,3,7,3,5,3,8,1,6,,8,8,7,7,10,10,8,7,12,4,5,6,9,10,8,11,9,7,16,6,10,11,26,17,17,16,12,23,13,9,23,19,17,19,23,15,16,16,23,16,21,16,19,12,18,19,15,7,15,5,5,5,1,3,,2,,,,,,,,,,,773
12103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2
12201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12301,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,1,,,,,1,1,1,1,,,1,,,,,,1,,,,,1,,,,,1,,,,2,,1,2,,1,2,1,2,3,,,,3,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,32
12302,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12401,3,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,,,1,1,1,,,,,1,1,,1,1,1,1,,,1,3,3,,1,2,2,,,3,2,2,4,7,5,2,5,5,4,2,6,2,1,3,8,4,7,6,3,3,4,4,4,5,3,1,2,2,5,1,2,1,,3,,,,1,,,,,,,,,,,,,,152
12402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
13101,25,2,,2,1,1,,,,,1,,2,2,,1,2,2,2,,2,1,,2,4,4,1,7,3,7,6,6,8,7,6,6,9,3,6,9,8,7,4,9,10,5,6,7,6,13,8,7,6,13,9,13,4,17,12,22,12,20,21,27,17,20,20,23,17,34,21,28,26,19,32,37,35,52,26,51,37,38,36,37,44,47,62,37,41,32,40,41,35,26,21,13,14,11,10,9,4,1,2,3,2,,,,,,,1507
13102,8,,,3,,,1,,,1,,,,1,,,,,,,2,,,,,3,,,4,2,,,1,2,2,2,,,3,5,1,2,4,2,2,2,3,1,4,5,3,4,3,4,4,4,2,3,1,4,3,5,5,11,7,10,12,11,7,7,8,3,7,10,11,6,10,7,10,13,8,8,12,7,11,14,14,5,5,10,7,5,3,3,12,5,2,2,,1,,1,,,,,,,,,,396
13103,21,1,,,,,,1,,,,,,,,,1,2,1,1,2,5,1,4,2,1,3,,3,2,3,2,4,4,1,4,2,1,6,6,10,6,9,5,6,3,6,7,9,6,7,3,6,12,10,8,13,14,16,16,24,24,10,15,22,10,14,16,12,25,19,19,16,30,18,17,31,25,18,26,30,21,25,13,28,22,13,21,15,17,7,6,8,7,3,3,2,2,1,,,,,,,,,,,,,891
13104,23,1,1,,,,,1,,,1,,1,,2,,2,,1,3,2,3,1,,1,5,2,,2,1,2,2,2,2,5,2,,2,6,3,6,4,5,6,3,6,8,2,10,11,7,8,4,7,9,11,11,6,11,11,8,17,12,13,18,12,14,20,19,17,16,24,23,26,25,29,21,27,39,25,32,31,25,18,25,18,24,26,16,18,12,14,10,11,9,7,3,2,,,2,,1,,,,,,,,,934
13105,19,,1,2,,3,,,,,,1,1,2,1,2,1,5,2,1,1,3,3,2,1,2,2,3,5,3,3,7,1,7,8,3,2,6,3,7,3,11,7,9,6,12,6,8,11,8,7,9,10,8,4,8,7,8,10,14,10,9,16,18,9,18,22,15,15,24,22,14,17,22,16,33,22,25,35,31,19,21,17,20,24,14,33,21,17,12,12,14,9,16,8,3,5,4,3,2,,2,1,,,,,1,,,,950
13106,9,1,1,4,,,,,2,1,,,1,,,1,,3,,,3,3,2,1,,2,3,2,1,2,,2,,2,3,2,2,3,1,7,4,3,4,6,5,3,8,2,10,4,8,4,6,4,7,4,9,7,12,16,12,13,17,17,14,17,12,21,12,9,25,17,18,24,27,27,24,20,27,29,37,19,37,35,21,21,22,26,16,16,21,7,7,16,13,5,6,6,,,1,2,,1,,,,,,1,,908
13107,13,1,,,,,,,,,,,,1,1,1,4,1,1,,1,3,2,1,1,1,3,,3,3,,3,4,1,3,2,5,3,3,3,3,4,4,1,3,1,1,3,3,2,5,6,2,2,3,5,3,5,5,5,7,4,8,6,7,8,3,8,7,9,4,6,11,13,8,8,8,11,7,18,6,6,9,3,7,4,10,9,5,4,3,4,5,3,1,5,,1,2,1,1,,1,,,,,,,,,385
13108,5,2,,,,,,,,,,,,,,,1,,,,1,2,2,1,6,,2,2,2,1,1,3,1,2,5,1,1,1,1,2,5,7,1,5,3,8,4,3,4,6,4,5,7,4,6,7,4,9,12,7,16,9,7,10,10,9,10,10,18,13,19,21,15,18,26,17,29,29,35,37,27,29,26,37,33,28,16,32,23,25,28,29,32,19,19,12,13,11,7,6,4,5,,,1,,,,,,,976
13109,9,,1,1,,,,,,1,,,2,,,1,,2,,1,2,1,,1,,,1,2,2,1,,,1,,,2,2,1,3,1,1,,2,3,1,3,,3,1,7,6,2,4,5,2,5,4,8,6,5,3,7,7,6,10,8,16,8,12,16,9,12,9,16,21,16,15,35,18,25,22,15,19,26,21,24,25,15,15,21,20,16,14,10,16,9,3,3,6,2,1,1,,,,,,1,,,,680
13110,24,,,3,,,3,,1,,,,1,,2,2,,2,6,1,6,6,1,3,4,2,6,7,1,3,5,9,4,5,4,6,5,4,4,6,5,5,4,7,2,8,12,11,10,10,14,14,11,19,15,15,18,18,22,16,41,27,25,33,34,39,33,31,31,38,25,36,38,29,33,47,42,54,51,40,47,42,51,41,58,40,46,40,40,24,39,21,29,19,22,14,10,7,8,3,7,3,2,1,,,,,,,,1713
13111,14,,,1,,1,,,,,1,,,1,1,2,1,,1,3,3,,3,2,2,2,3,,4,1,2,1,5,1,1,2,4,1,1,2,1,5,5,4,4,6,3,6,9,7,6,6,4,9,12,11,8,6,10,15,10,11,8,15,10,6,4,15,15,14,10,15,13,14,21,28,18,23,15,36,26,26,25,17,14,13,20,15,19,9,6,10,6,5,10,1,3,3,5,,2,,,,,,,,,,,739
13112,23,4,,,,1,,,,1,,1,1,1,1,3,1,5,4,7,3,2,2,4,5,4,5,3,4,3,4,,6,4,5,1,6,4,2,5,4,9,9,5,10,12,8,6,4,12,10,8,6,7,20,11,12,11,14,22,12,17,19,14,13,17,19,11,17,20,20,14,17,11,18,21,17,23,7,10,20,6,9,11,15,12,11,10,18,5,6,9,1,7,2,3,2,,,1,1,,,,,,,,,,,791
13113,4,,,1,,,,,,,,1,,,1,1,,1,1,,4,,1,1,,1,1,2,,1,,1,2,1,,2,1,,1,1,,1,1,3,4,5,3,2,3,2,2,2,7,5,3,2,,3,2,3,8,5,9,9,9,11,11,4,9,14,5,10,11,9,8,10,13,17,16,10,16,17,19,19,23,21,29,21,20,24,19,14,17,17,14,12,8,2,4,2,3,5,1,1,2,,,,,,,611
13114,21,,1,,3,,,,,,,1,,,,,1,,,,,1,1,7,4,1,2,,3,3,3,,,3,1,4,2,,3,1,4,2,1,8,4,1,4,8,6,1,7,3,6,10,9,7,12,9,11,9,11,14,9,18,10,13,15,21,24,14,18,16,31,24,23,29,39,41,38,55,45,58,65,46,48,49,74,51,66,58,58,39,39,40,41,34,20,20,8,10,8,7,5,2,2,,,,,,,1544
13115,6,,,,,,,,,,,,2,,,,,1,,1,,1,1,1,,1,1,,,3,2,,,1,1,,1,1,,1,1,1,2,3,,1,2,4,,4,1,2,1,2,3,1,2,2,1,4,3,6,2,4,1,2,3,4,2,7,7,4,5,4,4,5,3,4,7,7,6,8,8,1,4,2,3,8,9,5,5,4,3,3,2,4,1,2,3,3,1,1,,,,,1,,,,,233
13116,10,,,,,,,2,,,,,,,,,1,,5,3,1,,1,3,,6,2,1,,2,1,1,2,2,1,2,2,4,4,4,1,3,2,4,5,6,4,7,7,4,10,6,6,6,5,5,4,8,9,8,7,9,15,9,14,15,3,10,9,13,14,14,19,15,25,22,29,30,26,18,13,15,22,20,23,17,10,22,10,7,5,12,4,5,4,1,4,1,,,,,,,1,,,,,,,682
13117,13,1,,,1,,,1,,,1,,,,,2,,,1,1,3,2,,2,1,2,1,,5,,1,1,4,1,,6,3,3,1,4,3,2,2,4,1,3,5,5,6,2,5,3,9,7,5,8,5,7,7,3,12,16,13,12,20,13,12,11,10,17,11,13,14,13,16,14,12,14,21,21,20,10,13,17,20,18,11,11,4,13,6,5,10,4,8,3,2,2,2,5,,,1,,,,2,,,,,625
13118,11,,,,,,,,1,,,,,,1,1,1,,1,1,1,1,1,2,2,2,1,,,1,1,1,4,,2,2,,1,2,3,4,3,1,5,3,4,3,5,4,6,6,2,3,7,3,6,7,7,2,8,10,13,6,9,5,9,10,20,10,10,12,8,12,12,17,20,14,25,18,19,21,20,21,28,20,16,23,27,19,15,13,10,20,9,10,9,4,2,4,6,,1,,,,,,,,,,690
13119,62,1,2,2,2,,2,,2,,1,1,1,2,1,1,4,,3,1,6,4,3,2,7,3,4,2,4,5,3,3,2,5,5,4,9,4,9,9,12,6,11,12,8,14,16,13,17,12,14,18,14,18,17,21,13,27,33,23,34,27,23,24,29,30,26,32,33,36,34,40,33,38,33,49,55,53,49,39,54,57,49,40,48,54,35,35,45,24,29,35,20,21,18,10,11,7,8,3,6,1,,1,,,,,,,,1828
13120,11,,,,,,,,,,,,,,,,,,,1,,,1,3,3,,,3,4,2,1,2,,2,1,2,4,4,1,1,1,5,5,3,2,3,2,3,3,7,5,11,6,8,6,9,9,7,11,10,8,10,14,12,9,16,14,10,11,9,12,15,26,25,25,28,37,44,35,47,65,54,52,52,69,44,46,45,47,54,47,38,42,39,39,22,19,15,9,12,4,3,5,2,2,,,,1,1,,1397
13121,15,,,,,1,,1,,,,,1,,1,,,2,,2,1,2,,,2,1,1,3,1,,1,,,2,2,1,1,3,4,2,1,2,4,3,8,3,3,7,3,6,4,4,3,11,8,9,8,10,10,10,6,7,15,8,10,7,15,10,8,10,11,16,16,23,25,19,28,22,27,34,24,31,37,30,27,32,23,19,23,17,15,9,9,4,5,7,2,3,6,4,1,2,,,,,,,,,,814
13122,27,3,,,,1,,,2,,,,,,2,1,2,,3,3,2,2,,2,4,2,1,2,1,3,2,2,4,6,2,6,6,3,3,8,6,11,7,10,4,8,10,7,8,8,8,6,8,7,9,13,9,9,13,18,19,14,23,22,21,23,18,28,20,19,28,21,24,22,35,31,29,28,32,25,22,25,34,29,13,22,23,16,20,15,16,12,10,13,10,2,4,4,3,2,1,,2,,,,,,,,,1064
13123,8,1,2,1,1,2,,,,,,,1,,,,,1,,,1,1,,1,1,1,2,2,1,1,2,3,2,2,,1,2,1,1,4,1,4,1,2,3,2,3,3,3,5,2,4,9,3,1,5,4,6,7,9,9,4,7,12,11,9,15,7,12,12,8,12,18,19,22,19,32,20,31,30,35,35,30,46,40,48,35,40,40,47,49,53,49,41,32,33,34,23,15,12,7,6,,2,3,1,,1,1,,,1190
13124,16,,1,,,,,,,,,1,,,,2,1,,2,2,1,2,1,3,3,10,3,5,5,1,1,3,7,1,4,4,5,5,2,5,4,6,7,8,8,8,8,7,6,8,10,10,7,2,14,9,9,11,15,12,14,16,12,9,9,24,19,18,21,22,20,16,25,18,22,20,26,21,19,23,22,22,25,14,22,9,10,17,19,15,11,11,14,6,2,6,4,3,3,2,1,,,,,,,,,,,877
13125,27,1,1,,,,,1,1,,,2,,2,2,2,1,2,1,5,1,,1,1,2,1,4,1,4,3,,2,3,3,3,,2,2,5,2,2,7,5,5,5,6,6,6,6,3,7,7,6,4,4,3,6,4,8,4,4,8,8,10,11,8,11,4,5,4,6,9,8,9,10,10,12,9,8,10,4,9,8,9,8,4,10,6,1,6,6,3,2,5,4,2,2,2,1,,,,,,,,,,,,,448
13126,10,,,,,,,,,1,,,,,,1,,2,,3,1,1,3,,1,3,,1,2,2,,1,,1,2,1,2,3,1,1,1,3,1,2,1,4,3,6,6,6,5,7,9,9,7,6,9,11,7,5,11,14,11,15,12,14,11,14,10,20,14,18,15,24,24,32,27,22,28,30,34,38,21,24,29,32,28,17,23,20,23,20,20,16,11,8,5,6,1,2,2,1,,1,,,,,,,,899
13127,21,,,1,,,,1,,,1,,,1,,2,1,2,1,3,2,1,2,1,1,2,3,3,1,4,2,4,1,,3,2,5,3,2,1,1,3,6,5,7,4,7,6,7,10,9,9,10,9,13,4,17,16,11,9,14,16,11,17,21,13,21,17,23,20,20,25,24,28,32,35,25,26,31,27,28,42,45,35,29,49,30,27,21,19,13,16,23,18,15,9,7,6,4,,,1,,,,,,,,,,1123
13128,16,1,1,,,,,,,,,,1,1,,,4,3,,,2,3,1,,1,2,,3,1,,1,3,3,,2,4,1,5,2,2,3,3,2,9,5,8,6,6,5,8,3,5,8,9,10,9,4,8,6,7,20,13,10,8,10,7,11,21,17,21,19,15,16,19,11,17,22,18,16,21,10,20,18,12,16,13,16,14,13,10,8,6,7,7,4,9,3,1,1,,2,1,1,,,,,,,,,691
13129,8,1,1,1,,1,,,1,,,,1,,,,,,,,1,3,1,,2,2,5,3,2,3,2,,,3,,3,,1,1,4,2,4,5,8,2,1,1,5,3,4,3,7,5,7,4,3,8,8,7,10,9,5,14,11,6,9,11,11,18,10,19,13,13,18,20,20,18,19,19,33,16,22,27,21,17,20,19,21,18,22,14,16,12,11,10,6,5,6,5,2,,2,,,,,,,,,,735
13130,15,2,,,,,1,,,1,,,,,1,2,,2,,,,,,2,2,3,,,1,,,1,1,,,,1,1,4,1,2,2,,3,6,,2,2,3,4,2,4,3,1,8,10,4,10,4,5,6,9,7,12,12,15,11,13,9,15,14,15,17,20,19,20,24,33,19,28,20,17,36,27,29,33,26,24,23,24,28,22,16,15,14,9,10,12,2,2,1,1,,1,,,,1,,,,827
13131,10,2,,1,,1,1,,,,,,,,,,2,1,1,,4,1,,2,,1,2,4,2,1,1,3,1,,,1,2,2,4,2,4,2,2,5,6,6,6,3,3,5,4,3,8,5,7,9,7,8,11,12,8,8,12,14,15,10,15,11,9,10,13,17,11,10,17,7,20,27,20,15,16,9,20,19,8,12,15,16,9,10,12,8,8,4,3,4,3,3,,,2,1,,,,,,,,,,619
13132,3,3,1,,,,,,1,,,,,,,1,,,,,,,,,1,1,,1,,,1,1,,,,,1,,,2,2,2,,1,1,,2,2,1,3,2,1,3,3,1,5,3,4,5,7,6,3,5,6,7,6,8,9,7,4,8,6,8,9,10,13,10,15,10,14,18,11,20,12,18,11,21,13,21,18,19,14,17,15,7,11,5,2,6,5,1,2,1,2,2,,,,1,,,502
13201,77,3,,1,1,,1,,1,2,1,,1,2,2,3,3,4,6,12,8,5,4,8,7,7,6,7,7,7,3,6,9,5,8,2,8,7,14,5,8,9,13,19,12,17,22,21,24,22,20,21,18,19,27,24,30,25,25,25,18,26,32,35,35,46,38,36,38,28,34,34,40,38,46,42,59,40,51,60,40,39,44,37,42,35,33,32,41,30,28,23,22,18,13,8,11,6,,5,5,1,1,,,,,,,,,1944
13202,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,1,,1,,,,,,,,,,,1,,,,1,,,2,1,2,3,1,1,,,,1,1,2,1,1,,2,1,3,3,,2,4,,,1,3,2,3,4,4,,2,3,2,2,3,2,3,1,4,1,,1,,2,1,,,,,,,,,,,,,,,82
13203,1,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,1,,,,,3,,,,,3,,,2,1,2,1,1,1,,3,1,1,,4,3,3,1,3,2,2,4,,4,1,,2,3,4,3,1,,,1,,1,,,,,1,,,,,,,,,,,,70
13301,17,,,,,,,,,,,,,,1,1,1,1,,1,1,,1,,2,2,2,3,2,,2,4,1,5,1,2,3,2,1,,1,2,3,1,3,2,2,3,3,5,6,4,5,1,4,5,1,1,9,5,4,3,9,5,10,7,6,9,5,8,7,6,3,3,9,3,4,4,7,8,3,8,6,7,8,2,3,10,6,6,5,2,2,4,4,1,,3,4,1,1,,,,,,,,,,,328
13302,8,2,,,,,,,,,,,1,,,2,1,,1,2,,1,2,2,1,1,,,,1,,,1,3,3,1,1,,3,,,,,,,2,2,3,2,1,2,3,1,2,4,,,6,3,3,3,1,2,3,1,5,2,4,8,4,7,3,8,5,7,1,3,6,4,8,6,6,4,4,7,6,2,4,,3,,5,4,4,,3,,1,,,,,,1,,,,,,,,216
