Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.110,muertes.111,muertes.112,muertes.113,muertes.114,muertes.Total 
10102,4,1,,,,,,,,,,,,,,1,,,,1,2,1,,1,,1,,1,,1,1,,,,2,,,,1,2,,3,2,,2,3,2,5,3,2,,3,,3,5,2,2,1,4,1,6,5,3,4,6,2,2,4,1,3,2,2,4,5,2,5,4,2,3,4,8,6,6,9,8,4,4,5,4,8,7,6,2,3,2,7,3,2,2,,,1,,,,,,,,,,,,,,229
10103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,1,,,,,1,2,,1,,,,1,1,,1,1,1,,1,,1,1,,1,1,,,,,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,23
10104,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,1,,,1,,1,,1,3,,,3,1,,1,,1,1,1,1,1,,3,1,2,1,1,3,,1,,,2,1,3,3,3,2,,1,3,4,2,2,3,,2,,3,3,2,5,8,3,3,3,2,4,3,2,2,,1,,,1,,,,1,,1,,,,,,,,,,,,,112
10105,2,2,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,1,,,,1,1,,,,,1,,1,1,,2,,,,,3,2,,1,2,3,1,2,2,,,1,1,,1,1,2,2,4,5,2,1,2,4,2,2,4,5,1,3,4,2,2,1,4,6,3,5,2,3,1,1,1,5,,,,,,,,1,,,,,,,,,,,,,,,,115
10106,1,1,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,1,,1,2,3,2,1,1,,1,,,,2,,,1,2,1,2,2,1,3,,1,3,1,1,6,5,6,2,2,1,2,2,6,3,7,,3,1,2,,5,4,1,2,2,2,3,3,2,1,,1,,1,,,1,,,,,,,,,,,,,,,114
10107,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,1,,,1,,,,1,,1,2,1,1,1,,,1,,1,1,1,2,3,1,2,,1,,1,2,4,1,4,5,2,2,2,4,1,3,4,2,8,3,1,4,,5,1,4,1,1,3,4,1,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,110
10108,1,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,1,,,,,,,1,,,,,2,1,,1,,,,,,2,2,3,4,2,2,1,2,3,4,1,1,1,,1,1,3,3,1,,4,2,2,2,3,1,1,2,3,3,3,5,1,6,3,2,6,2,2,2,1,3,2,2,1,2,1,,,,1,,,,,,,,,,,,,,,115
10109,,,,,,,,,,,,,,,,,1,,,,1,2,,1,,,,1,,,1,1,,,,,1,,1,3,3,1,2,,2,1,2,2,3,4,1,3,1,3,3,1,2,4,,3,1,3,2,1,4,4,5,1,3,2,2,6,4,6,6,6,2,1,4,4,5,5,5,4,3,5,10,3,6,4,5,5,3,3,,2,,2,3,,,,,1,,,,,,,,,,,,195
10201,2,2,,,,,,,,,,,2,,,,1,,2,1,1,,,1,,1,2,,,2,,1,1,,2,2,3,3,,1,1,2,,3,8,2,3,1,1,1,3,5,1,3,2,6,2,2,2,3,2,3,3,3,3,2,8,2,7,4,8,3,4,9,6,6,6,11,4,10,8,7,5,11,7,8,5,3,9,6,3,3,7,2,7,1,2,3,,1,2,,2,1,,,,,,,,,,,,288
10202,3,,,,,,,,1,1,1,,,,,,1,,,,3,2,,,,1,,2,2,,,2,1,1,1,,,2,3,2,1,1,1,2,2,1,4,,3,4,,3,2,4,2,2,3,1,3,2,1,2,5,4,3,9,2,2,6,6,5,2,8,2,4,7,4,13,3,8,5,8,7,6,12,6,9,5,9,2,3,3,8,5,8,1,,2,1,,1,,,,,,,1,,,,,,,,268
10203,1,,,,,,,,,,,,,,,,,1,,,,,1,,2,,,,2,,,,2,,,,,1,1,1,2,1,,,,1,1,1,,1,,,,2,2,3,3,,,1,2,1,1,3,1,3,3,1,2,1,,2,2,2,2,1,3,3,1,5,1,4,3,3,3,,5,1,3,3,4,2,1,2,,,2,,,1,,,,,,,,,,,,,,,,107
10204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,1,,,,,1,1,,1,1,,,,,1,3,,,1,,,1,3,,2,,,,,1,2,,1,,,,1,,,2,1,,1,,,,,,,,,,,,,,,,,,,,28
10205,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,1,1,1,,2,,1,1,,,1,,,1,1,,,,1,2,2,1,,,,1,3,,1,2,1,3,1,3,2,3,1,2,2,1,2,1,4,1,,4,1,4,,,1,,1,1,,,,,,,,,,,,,,,,,,67
10206,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,2,,,,,,1,,,,,,,1,,1,1,,,,,,,,1,,,1,,,,1,,,1,,,,,3,1,,,2,1,2,,1,,,,2,,,,2,,1,1,1,,,,2,,,,,,,,,,,,,,,,,,,,,32
10207,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,2,,,,3,1,,,,1,,,,1,2,1,2,1,,3,2,2,1,2,2,,4,,2,,1,1,,,2,1,1,2,,,,,,,,,,,,,,,,,,45
10208,3,2,,,,,,,,,,,,,,,,,,,1,,,,,2,,2,,1,5,,,2,1,2,,3,2,,,3,1,1,2,2,2,1,1,,2,,3,1,,1,4,,,1,,2,2,1,3,2,3,1,1,2,1,4,3,2,1,3,2,5,1,,2,3,2,1,2,2,1,2,3,1,3,4,4,1,1,,1,1,1,,,,,,,,,,,,,,,,,125
10209,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,,,1,,,1,,1,,,,1,,,1,1,2,1,,4,1,1,,2,1,1,,2,,2,1,1,1,,1,2,1,2,1,,3,1,,1,1,1,,,,,,,,,,,,,,,,,,47
10210,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,2,2,,2,1,1,1,,,,,,2,,2,,1,,1,1,,1,,2,,,2,1,1,4,,2,,1,1,2,2,2,2,3,2,1,1,4,2,2,3,,4,1,2,,1,1,1,1,,1,,,,,,,,,,,,,,,,,74
10301,19,2,,,,1,1,,,,2,,2,,,,3,1,1,2,2,1,4,4,2,1,1,2,2,,1,1,1,,,3,4,4,6,7,4,4,,7,7,7,7,6,3,10,13,16,14,13,17,15,19,12,19,9,15,12,12,16,18,16,16,22,24,21,24,18,30,30,26,24,22,38,36,17,27,36,30,36,41,36,29,32,26,25,17,21,15,13,12,9,7,3,2,1,,5,,1,,,,,,,,,,,,1143
10302,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,3,,1,1,,,,3,,2,,,2,2,1,,2,1,2,,,2,2,1,1,2,1,1,,1,,2,,1,3,,,,,,,1,1,,,,,,,,,,,,,,,,,,47
10303,1,,,,,,,,,,,1,,,,1,,,,,,1,,1,,1,1,1,1,,,,,,,,1,1,,1,2,,,1,,,3,2,3,3,,1,1,1,,2,2,,2,5,1,2,2,3,4,3,5,5,6,2,8,3,10,5,5,3,7,5,6,2,4,2,7,3,12,2,3,3,5,3,3,2,6,1,5,,1,3,,,,,,,,,,,,,,,,,,192
10304,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,1,,,1,1,,,,2,1,,,1,1,,,3,1,,1,1,,1,1,,,4,,3,1,3,2,2,1,1,2,2,4,1,2,1,2,3,4,2,2,2,2,1,,,1,2,4,1,,,,2,1,1,,,,,,,,,,,,,,,,,79
10305,4,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,1,1,,,1,1,,,3,1,1,,,,,1,2,2,1,3,3,1,,2,1,1,1,3,3,1,3,,4,2,,5,6,4,1,6,4,3,1,2,1,1,3,3,2,4,3,1,2,1,,2,1,,,,2,,,,,,,,,,,,,,,,,108
10306,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,1,,,1,1,,1,1,,1,,,1,,2,,,1,2,2,,1,,2,2,1,,1,1,3,,3,1,1,1,1,1,3,1,1,1,1,3,1,4,2,3,,1,2,1,1,,,3,,,,,,,,,,,,,,,,,,,,67
10307,2,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,1,,1,,2,1,1,,,,1,1,,3,,1,1,1,1,,2,2,1,1,,2,,,3,4,2,2,3,3,2,4,2,1,1,3,1,1,3,3,2,2,3,1,2,,1,1,2,1,,1,,,,,,,,,,,,,,,,83
10401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,1,,,1,,,1,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,10
10402,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,2,,,,2,,,,,,1,,1,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,15
10403,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,2,,,,,,,,,,,,1,2,,,1,1,,,,1,,1,,,,1,1,2,2,,2,1,,2,1,1,,1,3,1,1,,,1,1,1,,2,,3,2,3,2,1,,,1,,,,,2,,,,,,,,1,,,,,,,,,,,,50
10404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,2,,,1,1,,,,,,1,,1,,,,,,,1,1,1,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,15
11101,2,,,,,,,,,,,,,,,,,,,,,3,,,1,1,,,,1,2,,2,,1,2,1,2,1,1,1,,,2,2,,3,3,2,2,3,2,1,2,1,7,2,4,5,8,2,1,3,3,5,1,7,7,6,5,4,9,4,9,6,12,10,5,3,2,3,11,8,5,5,9,7,4,5,3,4,1,3,3,3,1,2,2,,2,,,,,,,,,,,,,,,,255
11102,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
11201,8,1,1,,,1,,,,,,,,,1,,,,,,2,1,,,2,,,1,,1,,,,,,,,2,1,1,,2,1,4,4,,6,2,1,2,2,2,1,4,4,2,1,2,2,2,4,2,4,1,7,4,5,3,3,5,2,6,6,5,9,5,8,7,7,5,7,5,9,4,1,5,11,3,6,6,4,6,2,4,,1,,2,2,2,,,1,,,,,,,,,,,,,246
11202,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,1,,1,1,,1,,,,1,2,,,,,1,,,,,1,,,,,,1,,1,,,,1,,,1,,1,,2,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,22
11203,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,1,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,11
11301,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,9
11302,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
11303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
11401,2,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,1,,1,2,,1,2,,3,,1,3,2,1,,,1,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,31
11402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,,1,,,,1,,1,,,1,1,,1,,1,1,1,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,17
12101,11,1,,,,,,,,,,,,1,,,1,1,2,2,2,,2,1,,1,5,1,1,1,,4,2,5,1,2,5,1,3,4,5,4,3,1,3,4,3,4,4,4,6,12,10,17,12,9,9,9,12,13,16,12,12,23,7,11,19,11,12,13,14,16,21,17,15,16,18,27,29,22,13,23,35,22,24,27,23,21,18,14,19,9,9,11,7,6,9,5,5,2,2,2,1,,1,,,,,,,,,,,843
12103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
12301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,1,,1,1,,,,1,1,2,2,,2,,1,,,,,1,1,,1,1,1,,2,,,2,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,29
12302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12401,3,,,,,,,,,,,,,,,1,1,1,,,,1,,,,1,,1,,,,,,1,,,,,,3,1,1,2,1,1,,1,,3,1,,3,1,,,1,,3,1,2,1,2,1,1,3,1,4,2,4,,2,3,2,4,6,3,3,1,2,3,1,4,2,5,2,2,4,4,3,4,1,4,2,1,1,1,2,2,1,,,,,,,,,,,,,,,,,129
13101,35,,1,,1,1,1,3,2,,,,1,,,1,1,,,2,2,2,2,3,3,2,5,3,5,8,5,6,5,3,5,2,2,3,7,6,2,6,7,2,5,8,7,10,10,7,10,17,5,13,9,9,24,13,18,18,12,8,15,22,20,15,23,22,32,28,33,24,29,34,34,32,41,40,24,34,48,56,51,49,48,41,41,42,48,35,37,25,25,29,24,22,6,15,10,13,5,4,,,1,2,,,1,,,,,,,1528
13102,10,,,,1,,,,,1,,,1,,,,1,,,,,,,2,,1,1,,2,,2,,1,1,2,2,1,,,1,3,3,2,1,4,2,4,4,8,3,2,4,2,1,2,1,5,8,5,2,3,6,3,7,6,12,3,5,10,18,7,7,11,9,4,13,6,13,12,9,12,11,16,11,7,7,10,11,7,10,9,3,,6,8,3,2,5,3,3,,,1,,,,,,,,,,,,,405
13103,10,,,2,,,1,,,,1,1,1,1,,,,2,,,3,1,,2,3,4,3,2,3,1,2,4,2,4,6,2,3,,5,5,6,5,7,8,5,8,4,7,6,9,6,4,10,9,11,12,11,8,17,13,12,14,12,17,14,17,22,24,26,14,25,25,16,29,24,25,19,21,16,18,24,31,21,16,26,27,20,26,13,18,15,8,13,4,7,2,4,3,2,1,,,1,,,,,,,,,,,,,912
13104,18,,,1,,,1,,,,,,,2,1,,1,2,,,1,,3,3,2,,1,3,2,2,3,,,,4,,6,3,3,3,3,7,2,5,4,6,4,7,9,4,10,9,12,13,10,11,10,7,10,12,8,7,9,13,15,16,18,19,18,15,23,16,28,19,17,21,27,22,26,26,29,29,34,31,30,34,27,29,23,20,19,15,12,13,11,8,7,3,4,3,4,1,1,1,2,,,,,,,,,,,973
13105,14,1,1,,,1,1,,,,1,,,2,,,,1,1,1,3,4,3,,4,1,4,2,1,3,2,,1,3,3,2,2,2,8,,2,1,5,6,3,9,6,4,13,13,8,8,13,10,8,9,15,15,10,15,12,22,12,12,22,15,21,22,22,22,27,32,27,21,23,18,20,27,32,34,37,35,30,23,30,35,28,19,23,17,11,12,9,8,6,4,5,4,3,3,2,1,,,,,1,,,,,,,,,1034
13106,17,1,,1,,,,,1,2,,,1,2,,,1,,3,,1,1,1,4,,2,2,5,3,1,1,1,3,1,2,,3,2,5,,3,3,1,3,7,5,3,3,7,5,7,10,8,13,9,12,9,6,10,9,10,10,4,14,15,15,19,22,22,17,14,15,18,22,10,20,18,21,19,22,29,35,32,26,27,22,30,21,28,26,20,12,15,11,11,7,4,5,4,4,,3,1,,,,,,,,,,,,,900
13107,12,,2,,,,1,,1,1,,,,,1,1,1,,,1,,,1,1,2,,3,2,,3,1,3,1,,,,,2,5,1,1,4,1,1,4,5,2,5,3,4,2,7,1,2,3,2,6,6,6,4,7,5,6,7,7,5,11,11,5,9,8,8,9,13,13,14,10,8,8,7,15,9,10,12,8,3,5,6,6,5,6,5,5,3,3,2,1,2,1,3,,,,,,,1,,,,,,,,,397
13108,19,2,1,,,1,,,,,,1,,,,1,2,,2,,,,1,2,2,1,,2,2,2,4,1,1,,4,2,2,3,2,5,1,2,2,,3,1,1,5,5,4,5,2,6,4,8,8,8,12,9,6,5,5,12,11,6,12,12,21,14,22,16,14,18,13,20,19,15,35,28,20,31,32,30,23,28,30,29,36,37,26,15,22,18,22,18,9,20,11,4,3,5,3,2,,,,,1,1,,,,,,,931
13109,9,1,,,,1,,,,,,1,,,,,,1,1,,,,1,2,,3,1,4,2,,,,,,,,2,1,1,1,1,6,2,,1,2,2,2,2,5,5,3,5,7,5,3,9,8,9,6,8,5,7,4,6,10,4,7,12,9,15,16,15,6,15,9,14,21,23,22,21,29,19,18,19,26,22,23,28,19,19,17,20,15,14,5,9,8,4,3,,3,2,2,,,,,,,,,,,,688
13110,28,2,,2,2,,,,,3,,1,,,1,4,2,1,3,3,4,3,3,2,3,4,5,2,3,,5,8,6,2,3,5,2,5,5,7,8,8,4,10,8,17,13,16,13,12,22,14,14,12,22,18,22,11,16,24,17,20,24,19,35,38,30,51,40,33,51,42,49,36,53,36,47,48,50,48,57,61,62,48,67,57,42,36,47,31,30,31,21,27,13,14,14,9,11,7,10,1,2,3,1,,,,,,,,,,,1882
13111,10,,1,,,,,,,,1,,,,,,,2,,,1,,2,2,1,2,1,,1,1,1,1,1,2,2,2,3,5,4,4,3,1,3,4,4,7,2,6,3,8,9,5,12,6,3,7,9,6,7,10,9,11,12,16,11,20,13,12,8,14,17,10,14,9,16,11,18,16,25,21,17,31,24,28,22,27,19,19,22,14,11,14,8,5,4,6,5,2,5,2,1,,,,,,,,,,,,,,,734
13112,24,,1,1,,2,,,,2,,,1,1,,2,2,2,3,3,1,3,1,1,3,3,4,2,3,1,2,1,6,4,2,6,4,1,3,1,7,6,7,5,5,7,14,7,9,8,8,11,7,6,8,17,12,17,16,11,11,17,15,19,24,14,23,22,17,20,22,24,17,19,15,18,31,24,18,15,14,19,24,17,16,14,11,14,8,5,6,5,10,5,1,3,5,1,4,,3,,,,,,,,,,,,,,,854
13113,5,,,,1,,,1,,,,,1,,,1,2,1,,1,,1,,1,,,,2,,1,1,,1,1,2,2,1,,2,,,1,2,1,,,2,2,6,3,2,5,3,4,10,3,5,6,2,3,10,3,4,6,9,4,8,9,7,11,13,5,11,9,6,7,9,10,11,17,17,24,18,18,25,21,21,15,10,25,22,20,19,12,19,16,12,10,4,1,8,5,2,1,1,1,,,,,,,,,,604
13114,12,2,,1,1,,1,,,,,,1,,,2,1,2,3,1,1,1,2,1,,2,2,1,1,4,,2,2,3,,1,,,5,2,2,5,1,2,1,1,3,4,5,9,6,10,4,11,11,6,7,8,11,17,10,19,10,14,9,15,20,14,17,19,13,25,28,37,39,33,28,31,37,36,40,56,42,65,56,63,54,69,64,58,67,64,58,48,49,36,37,21,16,16,16,12,6,3,1,2,1,,1,,,,,,,1656
13115,8,2,,,,,,,,,,,,,,,,1,,1,,,,1,,,1,1,,1,,,,,1,1,1,1,1,1,2,,3,,1,,,3,5,2,4,7,4,2,3,2,3,3,3,6,1,6,2,3,2,3,5,6,7,2,5,3,2,5,7,3,7,5,5,11,8,8,9,8,8,11,11,9,10,8,7,5,4,5,3,5,2,5,2,4,2,1,1,,,,,1,,,,,,,,302
13116,15,,1,,1,1,,,,1,,,,,,2,2,,,1,,2,2,,,3,3,2,1,5,2,1,3,3,1,3,4,1,2,3,1,1,3,6,,8,3,5,6,6,6,9,7,9,10,11,7,10,12,9,11,13,5,10,11,14,17,9,11,16,19,19,12,13,18,15,16,11,27,10,22,25,31,38,28,23,27,23,17,7,10,10,7,4,5,3,4,,1,1,2,1,,,,,,,,,,,,,,760
13117,10,,,1,,,,,,,,,,1,2,,1,,1,1,,1,2,1,,1,2,4,1,3,2,1,2,1,,2,3,1,3,2,2,3,4,2,9,4,4,7,2,6,4,5,3,2,4,7,5,8,5,11,4,10,8,7,10,14,14,16,10,17,14,16,14,15,17,15,21,19,17,12,18,17,16,21,12,13,13,12,14,11,11,4,5,4,6,3,2,2,6,3,,1,,,,,,1,,,,,,,,611
13118,11,1,,1,,,,,,,,,,,,,1,,,,,2,3,1,1,1,1,1,,1,,1,3,,2,1,2,3,1,1,2,,2,4,3,,6,1,2,2,8,4,3,7,6,4,4,7,5,11,6,9,7,12,11,11,11,13,9,16,12,22,12,22,18,22,14,17,13,23,14,21,20,27,25,23,29,23,19,19,21,13,13,10,12,8,12,9,6,5,3,1,,,,,,,,,,,,,,733
13119,44,4,2,1,1,,2,,,2,1,,3,1,,1,3,1,3,2,3,2,3,,8,1,2,3,5,3,5,5,5,3,4,6,5,6,12,9,12,8,5,3,13,14,19,12,13,16,29,19,16,25,31,18,23,26,27,20,23,28,37,37,35,31,56,36,35,45,50,43,54,39,45,46,41,59,55,56,52,49,78,61,55,54,42,45,33,34,26,25,26,37,15,30,20,7,6,5,2,5,1,3,1,1,,1,,,,,,,,2075
13120,19,,,1,2,,1,1,1,,,,,,,,1,,1,4,2,1,1,1,,1,,1,,1,1,1,3,4,2,1,2,1,1,1,3,3,2,3,2,10,3,6,7,9,7,5,6,4,7,6,9,4,11,10,9,16,12,13,18,15,18,11,18,22,21,26,17,18,23,17,28,28,28,33,37,39,35,57,46,54,56,38,61,53,50,45,40,23,35,27,19,20,12,13,9,5,7,6,4,,,2,,,,,,,1,1358
13121,15,,,,,,,,,1,,1,,,,1,,,1,,,,1,,1,2,2,3,4,1,2,,1,2,5,1,2,4,2,1,2,6,4,3,3,5,,4,11,6,5,6,8,10,11,16,11,9,8,10,10,11,10,13,12,13,11,13,15,17,16,16,14,6,12,17,22,16,25,26,34,36,33,46,40,32,29,29,23,24,15,20,7,13,3,8,9,7,5,1,2,,,,,,,,,,,,,,,902
13122,24,5,1,1,1,,1,1,1,,,,,,2,2,1,3,,1,2,3,3,4,2,3,3,4,1,3,3,3,5,3,3,4,7,1,5,7,4,3,9,2,7,7,4,5,8,16,5,11,13,12,8,9,4,12,14,13,24,19,19,18,37,16,26,26,24,17,27,33,26,28,44,33,25,34,33,24,29,26,27,36,32,27,22,22,17,14,12,13,16,7,7,6,5,9,3,3,2,1,3,,2,,1,,,,,,,,,1154
13123,6,1,1,1,,,,,,,,,,,,1,,1,,2,1,2,1,,1,,,1,1,,1,4,1,2,,1,3,2,,,1,2,1,5,2,4,,4,2,1,2,3,1,6,4,2,8,6,13,4,6,12,15,10,10,12,11,9,12,16,21,13,15,20,15,14,21,16,19,22,19,31,36,23,41,35,37,32,44,40,36,39,37,32,25,35,22,24,18,13,10,8,5,1,3,3,,,,,1,,,,,1044
13124,21,4,1,1,,1,,,,,,,3,1,1,1,2,5,3,3,2,3,1,4,3,,3,3,4,3,2,1,2,2,4,1,4,4,4,5,6,5,3,7,6,5,8,5,8,9,8,13,8,13,14,13,12,14,15,12,6,20,10,13,23,20,23,12,14,19,22,26,20,30,14,32,28,26,27,25,30,29,25,24,20,11,19,18,18,16,13,12,10,7,8,9,3,2,4,3,,1,,1,,,,,,,,,,,,979
13125,29,2,,,,2,1,,,,,,1,,,,2,1,2,2,,3,1,2,1,2,7,4,1,4,3,1,4,1,1,2,3,,5,2,1,2,2,7,3,3,4,6,3,7,9,7,7,13,7,13,7,8,10,11,10,9,9,10,9,7,2,9,16,15,14,11,13,15,13,14,9,12,8,10,16,16,13,14,10,12,11,11,9,6,10,2,8,3,5,2,,3,3,,,,,,,,,,,,,,,,,588
13126,12,1,1,1,,,,,,,,1,,,,,,,1,,,,1,2,1,,,3,1,,1,2,1,2,2,2,2,,2,2,1,1,3,2,4,5,1,4,6,2,6,4,4,6,7,9,5,12,13,9,6,4,12,10,12,15,12,14,15,14,17,11,16,21,17,25,24,21,19,28,28,40,25,21,30,27,29,26,21,16,18,19,15,16,16,7,9,3,4,7,2,1,,,2,,,,,,,,,,,840
13127,26,2,2,2,,,,,1,1,,,3,,1,1,,1,,2,1,3,,2,2,1,1,1,1,1,4,4,2,3,5,3,3,4,3,3,5,6,1,,4,5,5,7,6,9,10,15,4,10,8,9,15,14,15,15,11,18,10,12,18,14,20,27,21,26,24,32,21,22,28,22,25,28,22,35,27,29,37,35,51,34,30,29,33,35,28,25,16,15,13,17,9,6,8,6,1,1,4,,,,,,,,,,,,,1177
13128,13,1,,,1,1,1,,,1,,,,2,2,2,,1,,,,1,2,3,,1,2,,1,2,2,3,5,4,4,,4,3,4,3,5,3,8,2,2,3,7,4,8,8,7,7,5,15,11,14,12,4,13,12,8,9,17,13,13,18,12,13,20,16,14,16,22,11,19,19,21,13,16,18,13,10,19,21,19,11,13,14,8,12,14,10,7,7,5,4,3,1,2,2,1,1,,,,,,,,,,,,,,724
13129,11,,,1,,1,,2,,,,,,1,,1,,,1,2,2,1,1,,2,1,1,,2,,1,,2,3,1,1,,1,3,3,3,,1,1,2,4,4,6,2,3,4,6,4,7,6,9,4,6,13,8,8,5,11,9,13,11,17,14,11,15,14,18,16,9,10,15,22,13,29,26,24,24,27,27,22,22,24,20,16,20,13,15,10,10,7,7,2,3,1,2,2,2,3,1,1,,,,,,,,,,,729
