Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.110,muertes.112,muertes.114,muertes.122,muertes.114,muertes.Total 
9203,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,1,1,,,1,,,,1,1,1,,1,1,,,2,,1,,1,,4,1,,1,,2,2,,2,4,1,4,2,3,1,1,1,2,3,4,2,3,3,2,3,,6,2,4,4,2,2,4,1,2,6,4,4,,,,2,,1,1,1,,,,1,1,,,,,,,,,,116,
9204,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,2,,,1,,,,1,,,,,1,,,,1,1,,,2,,,,1,,2,1,2,2,1,3,,3,,2,,1,1,1,2,1,2,,1,,2,1,1,3,2,4,1,,1,2,2,,1,,,,,,,,1,,,,,,,,,,60,
9205,4,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,1,,1,,,,,,1,,,,,,,,,,1,,,,,4,2,1,1,2,1,,,1,2,,,1,1,1,1,1,2,2,2,3,1,,2,1,,,2,3,,2,,2,1,3,1,,,,,1,,,,,,,,,,,,,,,,,58,
9206,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,1,1,1,,2,2,,2,,2,2,1,2,1,1,2,1,2,3,1,1,2,2,2,2,,1,1,2,2,1,,,,4,,1,1,3,,,,,,,,,,,,,,,,,,,,57,
9207,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,1,,,,,,1,,,1,,,1,,2,,1,2,,,,,2,1,3,1,,3,1,,,2,4,2,3,,1,5,,1,1,,2,,1,2,,2,1,2,1,1,1,1,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,61,
9208,1,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,1,,,,,,,1,,1,,,1,,,,1,1,,2,,,1,,,1,1,1,1,,,,,1,,,1,2,3,3,4,,5,3,1,5,1,1,6,2,2,2,2,1,2,2,6,2,3,,4,,2,,,1,,1,1,2,1,,,,,,,,,,,,,,89,
9209,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,1,,1,,1,1,1,,,,1,,1,,1,1,1,1,1,,1,,1,1,1,2,1,1,1,,,1,2,1,,2,1,,4,,1,2,,2,4,1,1,1,3,,2,1,,1,1,1,,1,1,,,,,,,,,,,,,,,,,59,
9210,4,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,1,1,,,,,1,,,1,,,1,1,1,,,,1,,,,1,4,,2,1,1,2,3,1,,1,2,2,3,1,4,4,1,1,1,2,2,5,5,4,7,7,6,9,3,3,4,8,12,2,7,6,7,7,5,7,6,1,2,3,3,2,,1,,,,,1,,,,,,,,,,,187,
9211,2,,,,,1,,,,,,,,,,,,1,,,,1,,,,,1,,,,1,,,,,,,,1,1,,,,,1,1,1,1,1,3,1,1,1,3,,4,1,4,4,1,7,5,,5,6,5,,2,4,6,5,6,4,7,2,4,5,5,7,8,7,5,5,8,8,3,2,3,3,2,4,4,,2,1,2,,2,1,3,,1,1,,1,,,,,,,,,,198,
10101,34,,1,1,2,1,2,,,1,1,,2,1,2,1,3,1,1,3,7,5,4,4,4,5,3,2,3,3,4,3,3,1,1,4,7,5,2,6,5,6,2,6,10,6,5,6,16,8,15,8,15,11,12,14,13,19,10,13,13,21,16,22,19,17,17,20,20,16,26,22,24,22,22,23,26,24,24,37,29,29,25,29,24,25,26,16,16,20,17,16,13,8,6,8,3,3,2,4,3,1,,1,,,1,,,,,,,,1089,
10102,3,,,,,,,,,,,,,,,1,,,,1,,1,,2,,,1,1,1,1,,,,1,1,,,2,2,,1,1,1,,2,3,2,1,1,1,,1,2,,2,1,1,1,,3,3,3,,2,4,3,3,7,4,2,7,7,1,,8,2,6,5,8,5,4,4,12,4,4,2,17,4,7,2,5,3,6,1,1,,2,1,,,1,,,1,,,,,,,,,,,203,
10103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,,,,1,,,,1,,,,,2,4,,1,1,,1,1,,1,1,1,1,,,1,,,,1,,,1,,,,1,,,,,,,,,,,27,
10104,2,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,1,,,,,1,1,2,2,,1,,1,,,1,1,,,1,3,1,1,2,,3,,1,,1,1,1,1,1,,,1,3,4,2,2,3,4,1,1,1,3,4,,3,5,2,6,2,2,3,3,1,1,2,2,1,1,3,1,2,,1,,1,,,,,,,,,,,,,,104,
10105,5,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,2,,2,1,,1,,1,,,1,1,2,2,2,1,1,2,1,2,2,,2,2,2,3,2,2,4,2,1,2,3,3,2,2,2,3,4,2,2,7,5,4,4,3,3,1,2,1,1,,1,,1,,,1,,1,,,,,,,,,,,,,114,
10106,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,1,,,1,1,,1,1,,,,2,,,2,2,1,,,1,1,1,2,,1,1,1,1,2,,2,4,4,3,1,2,2,2,3,3,4,2,4,4,4,3,2,3,3,1,5,3,2,2,2,1,1,,2,2,1,,1,,,,,,,,,,,,,,105,
10107,3,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,1,1,2,,,1,1,,,,,1,,,1,,4,,1,1,1,1,1,1,2,2,4,1,2,1,,,3,1,,1,1,,1,2,5,1,5,4,6,4,3,1,4,2,2,,2,,1,1,1,,1,1,1,,,,,,,,,,,,,,,93,
10108,,1,,,,,,,,,,,,,,,,2,1,,,,,,,,1,,,,,,1,,,,1,,,1,,1,,1,,1,3,,,1,1,1,2,1,1,,,2,2,,2,2,3,1,1,3,5,4,6,3,2,3,2,6,5,3,4,3,4,2,2,5,3,4,2,2,3,3,3,1,4,3,2,2,3,,,,1,,,,,,,,,,,,,,,,132,
10109,3,1,1,,,,,2,,,,,,1,,,,,,1,,1,,1,,,,1,2,,,,,,,,,1,,1,,3,2,5,2,,1,1,2,,6,2,1,3,2,2,2,,4,4,1,4,2,1,1,2,2,4,2,9,4,4,6,7,5,6,6,3,5,1,3,2,4,6,4,6,7,3,4,3,5,2,5,2,2,3,,,,1,1,,,,,,,,,,,,,,196,
10201,4,2,,,,,,,,,,,,,,,1,1,2,,2,,,,,,2,1,,1,,2,1,,,1,2,4,1,1,2,1,3,1,1,4,5,1,2,3,1,4,4,3,2,4,1,2,2,6,4,3,4,5,6,3,6,3,4,5,5,7,7,11,5,3,8,5,6,7,7,1,7,12,8,5,4,7,6,4,3,2,8,3,3,1,1,2,1,1,,1,,1,,,,,,,,,,,275,
10202,6,,,,,,,,,,,,,,,,,1,,,,1,,1,2,,,1,1,1,2,1,2,1,1,,,,,1,,,2,,1,1,2,1,1,2,1,3,3,2,,4,1,7,,2,4,4,5,4,5,7,2,3,3,5,11,9,3,6,6,2,7,3,4,9,7,7,5,5,7,6,9,4,4,5,3,4,5,4,2,,2,1,2,1,2,,,1,,,,,,,,,,,243,
10203,2,,,,,,,,,1,1,,,,,,,,,,1,,,1,,,,,,,,,1,,,1,,2,,,1,1,,1,,,1,,,1,1,,2,1,1,,,,,,,1,1,1,1,2,,1,2,1,1,2,4,2,2,,2,,,,3,3,,2,1,2,1,,2,1,2,,4,,2,,,1,,,,,,,,,,,1,,,,,,68,
10204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,2,,,,,,,,,,1,,,,3,1,1,,1,,3,1,1,1,1,,1,2,2,,1,,1,,2,,,,,,,,,,,,,,,,,,,28,
10205,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,2,,1,,1,,1,,2,2,,,,1,,,,1,1,,,1,,,,,,1,,1,,2,3,2,1,1,,,1,,,1,3,,1,2,2,3,,1,2,2,2,6,1,3,3,1,2,1,,,,,,,,,,,,,,,,,,,,65,
10206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,2,,,1,,,,,,1,,,,1,,,,,,1,2,,,,,,1,1,,1,1,2,,2,,1,3,1,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,26,
10207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,1,2,,,1,1,,,,,1,,,1,2,,1,1,2,,,,,,,,,2,,1,1,1,1,1,1,3,1,1,1,,2,,,1,,,,,,,,,,,,,,,,33,
10208,3,1,1,,,,,,,,,,,,,1,,2,1,1,,1,2,,,,1,2,1,,,2,,,1,,1,1,,1,,1,,1,1,2,,1,1,2,,,,,1,3,1,1,5,1,1,,1,2,1,1,,5,2,1,1,1,1,,,1,2,1,2,2,1,1,2,1,2,1,,2,4,1,2,,2,,2,,1,,,1,,,,,,,,,,,,,,,92,
10209,,,,,,,,,1,,,,,,,,,,,1,,1,1,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,1,1,1,,,,,1,,2,1,,,,,,,1,,1,2,,,,3,2,2,4,,1,1,4,2,2,3,2,,4,,1,2,2,1,4,,1,1,,,1,,,,,,,,,,,,,,,61,
10210,2,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,2,,1,,,,,,1,,,1,,2,1,1,,2,2,1,2,2,,,,1,,,,,1,1,,2,,2,2,1,1,,,1,1,2,1,3,,1,,1,1,,2,,2,4,1,2,2,3,2,2,,,1,,2,1,,1,,,,,,,,,,,,,,70,
10301,22,2,,,,,,1,1,1,,,1,3,,1,3,1,3,,3,3,5,2,3,5,2,,2,6,,5,1,2,1,2,4,6,2,4,5,4,9,11,6,7,6,7,8,7,6,11,7,13,10,10,13,12,11,14,8,9,14,22,20,21,14,13,17,31,14,25,24,26,22,26,26,22,32,38,22,28,34,27,25,29,22,23,23,19,19,15,17,10,15,5,9,4,3,4,2,1,1,,,,1,1,,,,,,,1057,
10302,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,2,1,,,,,,,,,,,,,,,1,1,,,1,,,,,,2,,2,3,1,,,,4,,1,4,1,1,1,1,1,3,3,2,,2,1,,,2,,,2,,1,,,,,2,,1,,,,,,,,,,,,,51,
10303,2,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,1,,,,,,1,2,2,2,1,2,1,2,2,1,3,3,1,3,2,2,2,1,1,,1,2,4,1,6,2,6,5,4,6,3,,2,1,6,3,4,4,4,1,7,9,4,6,6,8,3,2,1,4,3,,1,3,,2,1,,,,,,1,,,,,,,,1,,168,
10304,1,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,1,,,1,1,2,,,,1,,1,1,,1,1,1,,,,,,,3,,1,2,2,1,1,1,,2,1,1,4,2,1,2,2,4,1,4,2,3,3,2,1,1,1,,2,1,,1,1,,2,,1,,,,,,,,,,,,,,,,,,73,
10305,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,1,,1,,,1,,,,,,,,,,,2,,,1,,,2,,1,2,1,1,,1,,2,1,2,,,1,5,4,1,2,2,4,2,1,6,1,2,1,2,1,2,4,7,2,2,3,4,,2,2,3,,2,3,,,3,,1,,1,,1,1,1,,,,,,,,,,,,101,
10306,1,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,1,,,,,,1,,1,,1,,,1,,,,,,,,1,1,2,1,,1,2,,,2,,1,2,,,3,2,1,,2,,1,,2,1,2,1,,2,1,,3,1,3,,2,3,1,2,4,,1,,1,,,2,,,,,,,,,,,,,,,,,63,
10307,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,2,,,,1,,1,1,1,,1,,1,,,,,2,2,,,2,3,2,3,1,1,1,1,4,1,2,1,,1,1,1,2,2,2,1,6,4,1,,1,2,1,3,3,,,2,,,,,2,,,,,,,,,,,,,,72,
10401,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,2,,,1,,1,,,,,,,1,2,1,,1,,,,,,1,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,21,
10402,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
10403,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,1,,1,,,,,,1,1,,,,1,,,1,,,,,,,2,1,3,1,2,2,,1,1,2,,,1,1,,2,1,,,1,1,,1,2,1,,,,1,1,,,,,,,,,,,,,,,,,,,38,
10404,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,1,1,,1,,1,,,,2,,2,,,,1,,,,1,,,,,2,,,,,,,,,,,,,,,,,17,
11101,3,1,,,2,,,1,,,1,,,,,1,2,,,2,5,1,,1,,,,,2,1,,1,1,2,1,1,3,1,,1,2,4,1,6,1,4,1,8,3,5,2,1,1,4,2,5,4,4,4,3,4,3,3,6,4,9,4,5,2,6,5,6,5,2,8,5,8,8,7,6,3,4,4,9,7,8,4,3,6,7,3,5,3,6,1,3,2,1,1,,1,,,,,,,,,,,,,,286,
11102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,1,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,8,
11201,5,,,,,,,,,,,,,1,,,,1,,,,1,2,,1,2,1,,1,1,,1,1,1,1,1,2,3,,,2,,1,1,1,3,2,2,1,1,1,1,2,1,,3,,1,1,1,3,3,3,5,3,2,7,2,5,7,6,6,6,5,6,5,3,4,6,5,3,2,2,6,5,4,4,8,4,3,1,3,1,3,,2,3,,,,,,,,,,,,,,,,,,197,
11202,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,1,,1,,,,,,,,1,,,,,,,,,1,1,,1,,1,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,18,
11203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
11301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,1,,,,2,1,2,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,14,
11302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,
11303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,3,
11401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,1,,,,,,,,,,1,1,,,,,,1,,1,,,,,1,,1,1,1,1,1,1,1,,1,1,1,,,1,,1,3,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,27,
11402,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,1,,1,,1,1,,,,1,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,
12101,19,3,,,,,1,,,,1,,1,1,1,,1,,2,1,4,5,2,,3,2,1,1,1,1,1,3,2,5,2,4,2,1,3,4,2,1,6,1,,2,8,6,8,6,4,6,5,10,10,10,11,6,15,11,4,18,21,13,8,12,11,10,12,18,23,13,17,26,23,12,20,21,20,19,23,17,17,26,12,27,21,14,11,18,12,12,7,7,9,10,7,7,5,1,1,1,2,2,,,,,,,,,,,796,
12103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
12104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
12201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
12202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
12301,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,1,,1,,,1,2,1,,,,,,2,,3,,,,2,,2,1,,,1,2,1,2,1,,1,,,1,2,2,,,,,,2,,,,,,,,,,,,,,,,,,,35,
12302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
12401,3,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,2,1,1,,,1,,1,,1,,1,1,,3,1,,1,2,,2,,2,2,6,,,2,,1,1,3,4,2,5,4,3,6,3,2,2,3,2,3,3,3,,5,5,4,3,4,4,2,2,5,1,,2,1,2,1,2,1,2,,1,1,1,,,,,1,,,,,,,,,,137,
12402,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
13101,32,1,,,3,,,,1,,3,2,,,,2,1,3,2,2,4,2,4,2,4,1,1,4,8,4,2,3,5,7,4,4,4,9,7,2,5,5,6,12,3,15,8,11,7,13,6,14,14,9,9,12,7,16,12,18,17,20,26,23,24,17,24,30,24,31,30,27,26,35,23,15,36,35,41,39,46,51,57,47,42,39,35,27,49,26,29,30,24,24,28,22,15,11,11,8,6,3,3,1,,,,,,,,,,,1512,
13102,8,,,,,,,,,1,,,,,,2,,2,,1,,1,1,,,,,2,,1,1,3,1,1,2,1,,,,2,1,,4,4,3,2,4,3,3,4,2,4,2,5,1,2,4,4,3,6,10,9,9,3,5,8,7,6,11,12,4,11,10,9,5,10,7,10,9,10,20,14,16,15,18,12,16,11,4,4,7,8,3,4,5,1,2,3,,1,1,,,,,,,,,,,,,,421,
13103,14,2,,,,1,,1,,,1,,,,,2,4,1,1,1,1,4,1,2,1,1,,,2,3,3,4,3,5,3,5,1,3,5,6,4,5,3,5,5,6,5,9,5,6,2,10,6,5,5,8,9,11,12,14,17,19,24,18,18,21,16,18,21,19,24,17,20,23,22,27,29,24,23,16,18,26,19,28,15,23,18,14,19,14,8,13,10,8,8,7,4,2,,1,2,,1,,,,1,,,,,,,,891,
13104,15,2,,,,,,1,,,,1,,,,1,2,,2,1,1,2,2,3,1,2,,1,1,,,1,1,,1,1,2,3,3,5,7,3,2,2,5,5,5,7,6,5,6,8,8,8,8,14,12,11,11,10,14,6,10,13,17,14,8,20,19,21,14,25,13,15,31,22,20,24,28,39,37,23,25,31,25,20,20,23,24,20,17,6,13,7,9,5,9,3,4,2,,,1,,,,,,,,,,,,895,
13105,23,,,,,1,1,,,1,,,1,,2,1,1,,4,1,1,4,2,1,5,1,3,2,4,4,3,2,3,1,1,1,3,5,4,6,2,2,10,2,4,5,5,5,10,11,5,10,7,8,7,12,10,10,15,12,12,22,15,11,15,16,17,18,11,22,20,28,23,15,27,23,28,21,40,24,24,22,33,25,26,26,19,24,11,15,20,15,10,13,9,7,3,4,5,1,2,1,,,,,,,,,,,,,967,
13106,18,,1,,,1,,,,,1,,,,,,,1,1,1,1,,1,4,5,3,2,1,5,1,3,2,1,1,2,2,2,1,4,3,5,4,3,2,6,3,9,5,8,9,7,5,2,5,4,8,5,11,14,14,10,12,8,12,9,16,14,15,14,17,16,21,20,24,9,12,15,20,19,24,29,28,30,32,29,17,30,21,31,19,12,18,17,8,7,10,11,4,9,5,1,2,,,,,,,,,,,,,874,
13107,15,1,1,,1,,,,,1,1,,,,,,,,1,1,1,,,,1,,2,1,,1,2,1,1,1,2,3,1,5,3,5,2,1,6,1,2,2,1,5,,3,4,8,5,4,3,6,3,7,5,6,4,5,5,9,13,10,12,9,7,13,11,10,12,11,4,12,12,14,10,6,5,9,11,14,12,8,11,10,4,,5,1,2,5,3,3,1,1,,1,,,,,1,,,,,,,,,,422,
13108,13,,,,,,,,,,1,,1,1,,1,,1,,,1,,2,,1,3,1,1,2,1,,3,,1,,,1,3,2,3,3,1,,,2,8,6,2,4,3,3,6,3,9,3,8,8,7,9,6,6,9,11,11,11,13,10,17,12,17,21,17,18,11,16,15,20,24,27,23,29,27,25,20,28,33,21,22,19,23,26,21,23,23,23,17,11,9,8,7,4,2,3,,,,,,,,,,,,867,
13109,4,1,2,,,,1,,,,,,,,2,2,1,1,,,,,,1,1,1,2,,,,,,,,1,1,,2,1,3,3,2,1,,1,3,1,2,5,4,5,4,5,9,7,5,2,6,11,8,7,10,4,16,7,11,6,10,14,11,9,14,10,13,14,12,16,15,21,25,29,23,18,29,19,22,17,20,17,18,13,17,16,14,20,9,6,5,5,3,2,3,,,1,,,,,,,,,,682,
13110,35,4,2,2,,1,1,2,,,1,1,,2,4,2,3,1,6,1,4,3,2,10,5,2,3,10,5,4,4,4,1,3,4,4,6,8,7,2,6,2,7,11,2,12,11,12,12,13,12,17,10,22,16,22,24,16,20,24,25,25,26,35,38,33,35,34,43,26,48,47,44,32,39,39,53,44,41,44,59,54,50,49,44,48,53,44,39,36,36,34,33,23,20,17,10,11,8,7,4,2,3,3,1,,,,,,,,,,1869,
13111,21,3,1,,,,,,,,,,,1,1,1,2,1,1,1,,,1,2,2,1,2,5,3,2,1,3,,,,,1,1,2,2,4,3,7,4,4,5,3,6,9,6,7,7,6,13,10,11,11,7,12,15,12,10,7,17,21,16,13,11,18,12,10,12,4,14,15,19,20,15,15,17,24,28,18,31,20,17,20,14,22,12,17,8,10,10,7,6,4,3,1,1,,2,,,,,,,,,,,,,764,
13112,25,3,,,,,1,1,1,,,1,,1,3,,1,1,2,6,2,4,3,1,3,3,1,3,6,5,4,2,3,4,4,6,5,8,4,2,3,7,5,8,7,4,6,6,15,11,10,8,7,15,20,18,13,21,16,16,6,23,17,15,22,21,18,19,19,22,23,17,24,21,13,15,22,16,18,24,23,21,12,16,13,9,20,13,10,11,4,4,6,8,4,2,3,2,1,2,,,,,,1,,,,,,,,,895,
13113,7,,,,,,,,1,1,,,,,,,,1,2,1,2,1,2,2,3,,1,,3,1,,,,,,2,2,,,1,,,,2,1,,1,,1,,2,2,1,4,3,1,2,2,3,6,1,5,2,7,5,6,5,6,8,8,16,10,11,14,13,9,14,12,14,19,21,16,26,22,20,28,19,15,17,22,20,10,9,12,18,11,11,6,2,2,4,1,,,,,,1,,,,,,,562,
13114,22,,,2,,,,,1,1,,,,1,,,,2,,2,2,2,,,2,,2,,3,,1,2,4,1,5,,3,2,1,3,3,4,1,3,6,5,5,4,7,8,6,8,9,7,9,8,12,12,7,15,15,17,11,21,18,20,20,14,14,31,23,21,21,26,25,33,39,39,31,26,56,42,59,61,57,61,59,52,53,45,59,44,50,40,41,35,37,23,23,21,12,9,4,2,2,,,,,,,,,,1615,
13115,8,,,,,,,1,,,,1,1,,1,,,,,1,1,1,1,,1,1,,2,,1,1,,,1,1,,1,,1,,2,1,,1,2,,1,,2,1,,2,1,5,2,4,6,3,,3,3,2,2,5,5,6,6,4,1,7,7,5,6,4,8,3,7,7,9,7,9,7,5,10,7,13,10,8,6,9,10,9,1,2,2,5,,6,1,1,1,1,1,1,,,,,,,,,,,291,
13116,18,1,,,2,,1,,1,,,,,,,,1,,,2,,2,1,,2,2,2,3,1,2,1,1,2,,3,2,,2,3,3,3,3,4,6,5,3,8,6,7,3,9,4,11,6,9,18,8,6,11,8,12,11,10,8,9,12,10,16,14,16,16,19,16,18,15,19,13,26,31,27,26,26,25,31,16,22,19,19,14,10,8,8,7,11,8,1,,2,1,,,1,,,1,,1,,,,,,,,771,
13117,11,,,,,,,1,,,,,,4,,,,1,3,1,1,,1,2,,1,,2,2,3,,2,1,1,,3,4,4,3,3,2,5,2,1,4,3,5,3,6,5,5,6,8,5,2,3,7,4,2,4,14,9,5,12,12,11,20,18,7,18,11,18,13,18,12,19,18,8,21,19,18,19,15,20,18,18,16,8,13,10,9,7,5,9,6,3,1,4,1,2,,1,,,,,,,,,,,,,622,
13118,7,1,,,,,,,,,,,,,1,1,2,,,1,1,,1,2,1,2,,2,,1,3,2,2,1,2,1,2,1,,,2,1,1,1,3,6,7,6,5,6,5,2,4,6,8,5,5,5,7,7,6,9,15,12,10,10,12,5,8,5,15,11,8,16,20,12,24,20,22,29,29,32,24,21,25,11,26,22,19,24,24,16,12,11,10,11,5,8,5,2,2,2,,,,,,,,,,,,,739,
13119,44,,3,2,,,1,1,,,,2,1,,2,1,3,1,2,3,4,2,7,8,4,4,4,5,4,9,2,4,6,1,7,3,10,7,7,8,7,5,8,9,12,11,11,14,15,29,14,21,29,21,29,28,29,29,34,26,32,28,37,25,35,36,30,31,43,51,27,41,36,41,38,44,54,45,42,48,63,57,49,51,61,41,39,35,40,41,38,37,33,23,27,19,12,13,7,6,1,2,,2,,,,,,,,,,,2014,
